,File,Line,CWE
87559,CWE758_Undefined_Behavior__wchar_t_pointer_malloc_use_18.c,27,CWE758_Undefined_Behavior
87560,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_01.cpp,27,CWE758_Undefined_Behavior
87561,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_02.cpp,29,CWE758_Undefined_Behavior
87562,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_03.cpp,29,CWE758_Undefined_Behavior
87563,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_04.cpp,35,CWE758_Undefined_Behavior
87564,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_05.cpp,35,CWE758_Undefined_Behavior
87565,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_06.cpp,34,CWE758_Undefined_Behavior
87566,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_07.cpp,34,CWE758_Undefined_Behavior
87567,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_08.cpp,42,CWE758_Undefined_Behavior
87568,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_09.cpp,29,CWE758_Undefined_Behavior
87569,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_10.cpp,29,CWE758_Undefined_Behavior
87570,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_11.cpp,29,CWE758_Undefined_Behavior
87571,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_12.cpp,29,CWE758_Undefined_Behavior
87572,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_13.cpp,29,CWE758_Undefined_Behavior
87573,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_14.cpp,29,CWE758_Undefined_Behavior
87574,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_15.cpp,30,CWE758_Undefined_Behavior
87575,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_16.cpp,29,CWE758_Undefined_Behavior
87576,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_17.cpp,30,CWE758_Undefined_Behavior
87577,CWE758_Undefined_Behavior__wchar_t_pointer_new_use_18.cpp,29,CWE758_Undefined_Behavior
